"year","title"
2018,"Building capacity to encourage research reproducibility and #MakeResearchTrue."
2018,"Genotypic variability enhances the reproducibility of an ecological study."
2018,"Psychology, Science, and Knowledge Construction: Broadening Perspectives from the Replication Crisis."
2018,"Systematic heterogenization for better reproducibility in animal experimentation."
2018,"Contributing to Overall Life Satisfaction: Personality Traits Versus Life Satisfaction Variables Revisited-Is Replication Impossible?"
2017,"Performance qualification for reproducible Surface Plasmon Resonance analysis."
2017,"APA/Psi Chi Edwin B. Newman Graduate Research Award: Samantha F. Anderson."
2017,"A three year study of metal levels in skin biopsies of whales in the Gulf of Mexico after the Deepwater Horizon oil crisis."
2017,"How often should we expect to be wrong? Statistical power, P values, and the expected prevalence of false discoveries."
2017,"Inbred or Outbred? Genetic Diversity in Laboratory Rodent Colonies."
2017,"Human Parvovirus B19 Utilizes Cellular DNA Replication Machinery for Viral DNA Replication."
2017,"Grand Challenges for Personality and Social Psychology: Moving beyond the Replication Crisis."
2017,"Implicit Theory of Mind - An overview of current replications and non-replications."
2017,"Fact or fiction: reducing the proportion and impact of false positives."
2017,"From Discovery to Justification: Outline of an Ideal Research Program in Empirical Psychology."
2017,"Lacking quality in research: Is behavioral neuroscience affected more than other areas of biomedical science?"
2017,"The Measurement and Role of Ecological Resilience Systems Theory Across Domain-Specific Outcomes: The Domain-Specific Resilient Systems Scales."
2017,"Relationship Between Viremia and Specific Organ Damage in Ebola Patients: A Cohort Study."
2017,"It's Time to Broaden the Replicability Conversation: Thoughts for and From Clinical Psychological Science."
2017,"Alternative Lengthening of Telomeres: DNA Repair Pathways Converge."
2017,"The RAPIDD ebola forecasting challenge: Synthesis and lessons learnt."
2017,"Ethical and Legal Implications of the Methodological Crisis in Neuroimaging."
2017,"Caring about Power Analyses."
2017,"[Statistics at the time of the crisis]."
2017,"The Failure of Null Hypothesis Significance Testing When Studying Incremental Changes, and What to Do About It."
2017,"Reliability of EEG Measures of Interaction: A Paradigm Shift Is Needed to Fight the Reproducibility Crisis."
2017,"The science reproducibility crisis and the necessity to publish negative results."
2017,"Moving Forward: Challenges and Directions for Psychopathological Network Theory and Methodology."
2017,"Why statistical inference from clinical trials is likely to generate false and irreproducible results."
2017,"When Null Hypothesis Significance Testing Is Unsuitable for Research: A Reassessment."
2017,"The reproducibility ""crisis"": Reaction to replication crisis should not stifle innovation."
2017,"[Psychotherapeutic interventions for suicidal adolescents  a systematic review of the current literature]."
2017,"An overview of forensic drug testing methods and their suitability for harm reduction point-of-care services."
2017,"Participant Nonnaiveté and the reproducibility of cognitive psychology."
2017,"Sepsis reconsidered: Identifying novel metrics for behavioral landscape characterization with a high-performance computing implementation of an agent-based model."
2017,"Going in Many Right Directions, All at Once."
2017,"Psychology's Replication Crisis and the Grant Culture: Righting the Ship."
2017,"The ABCs of finding a good antibody: How to find a good antibody, validate it, and publish meaningful data."
2017,"Evaluation of a Simpler Tool to Assess Nontechnical Skills During Simulated Critical Events."
2017,"Investigating reproducibility and tracking provenance - A genomic workflow case study."
2017,"The earth is flat (p > 0.05): significance thresholds and the crisis of unreplicable research."
2017,"Commentary: Reproducibility in Psychological Science: When Do Psychological Phenomena Exist?"
2017,"Errors in data interpretation from genetic variation of human analytes."
2017,"Validity evidence of non-technical skills assessment instruments in simulated anaesthesia crisis management."
2017,"Simulation-based Assessment of the Management of Critical Events by Board-certified Anesthesiologists."
2017,"The replacement of assertive outreach services by reinforcing local community teams: a replication study reporting comparative outcomes and patient reported experience."
2017,"Confidence crisis of results in biomechanics research."
2017,"Translational pain assessment: could natural animal models be the missing link?"
2017,"Big Data, Small Sample."
2017,"ERK1/2 signaling mediated naringin-induced osteogenic differentiation of immortalized human periodontal ligament stem cells."
2017,"The HEADS-ED: Evaluating the Clinical Use of a Brief, Action-Oriented, Pediatric Mental Health Screening Tool."
2017,"Psychometric characteristics of the mental health crisis assessment scale in youth with autism spectrum disorder."
2017,"Sexual orientation differences in treatment expectation, alliance, and outcome among patients at risk for suicide in a public psychiatric hospital."
2017,"A critical evaluation of the current ""p-value controversy""."
2017,"Crisis checklists for in-hospital emergencies: expert consensus, simulation testing and recommendations for a template determined by a multi-institutional and multi-disciplinary learning collaborative."
2017,"Challenging Authority During an Emergency-the Effect of a Teaching Intervention."
2017,"Challenges to Ego-Depletion Research Go beyond the Replication Crisis: A Need for Tackling the Conceptual Crisis."
2017,"The credibility crisis in research: Can economics tools help?"
2017,"Bayesian data analysis for newcomers."
2017,"The (non-)replicability of regulatory resource depletion: A field report employing non-invasive brain stimulation."
2017,"The challenges with the validation of research antibodies."
2017,"Malaria overdiagnosis and subsequent overconsumption of antimalarial drugs in Angola: Consequences and effects on human health."
2017,"Introducing Therioepistemology: the study of how knowledge is gained from animal research."
2017,"A patient called Medical Research."
2017,"Allen Newell's Program of Research: The Video-Game Test."
2017,"Addressing the ""Replication Crisis"": Using Original Studies to Design Replication Studies with Appropriate Statistical Power."
2017,"""Omics""-Informed Drug and Biomarker Discovery: Opportunities, Challenges and Future Perspectives."
2017,"Female fecundity variation affects reproducibility of experiments on host plant preference and acceptance in a phytophagous insect."
2017,"The probability of probability and research truths."
2017,"Measurement error and the replication crisis."
2017,"Relevant aspects of imaging in the diagnosis and management of gout."
2017,"Patent Law's Reproducibility Paradox."
2017,"Telomeres in cancer: tumour suppression and genome instability."
2017,"Unobtrusive and Wearable Systems for Automatic Dietary Monitoring."
2017,"[Formula: see text]The statistical crisis in science: how is it relevant to clinical neuropsychology?"
2017,"DNA replication proteins as potential targets for antimicrobials in drug-resistant bacterial pathogens."
2017,"Detection of Viral RNA in Tissues following Plasma Clearance from an Ebola Virus Infected Patient."
2017,"Peculiarities of Yeasts and Human Telomerase RNAs Processing."
2017,"Trombones Elicit Bitter More Strongly Than Do Clarinets: a Partial Replication of Three Studies of Crisinel and Spence."
2016,"Robust planning of sanitation services in urban informal settlements: An analytical framework."
2016,"Do Student Samples Provide an Accurate Estimate of the General Public?"
2016,"[Reliability of biomedical research.]"
2016,"Publication bias and the canonization of false facts."
2016,"Can the behavioral sciences self-correct? A social epistemic study."
2016,"Development of a measure of model fidelity for mental health Crisis Resolution Teams."
2016,"EMPOWERING MULTI-COHORT GENE EXPRESSION ANALYSIS TO INCREASE REPRODUCIBILITY."
2016,"Cytoarchitecture of Zika virus infection in human neuroblastoma and Aedes albopictus cell lines."
2016,"Development and Validation of the Gatekeeper Behavior Scale."
2016,"Persistent threats to validity in single-group interrupted time series analysis with a cross over design."
2016,"The impact of fraudulent and irreproducible data to the translational research crisis - solutions and implementation."
2016,"The next step in translational research: lessons learned from the first preclinical randomized controlled trial."
2016,"Integrated Computational Approach for Virtual Hit Identification against Ebola Viral Proteins VP35 and VP40."
2016,"[On-site detection of bioterrorism-relevant agents : Rapid detection methods for viruses, bacteria and toxins - capabilities and limitations]."
2016,"A 13-year time trend analysis of 3724 small bowel video capsule endoscopies and a forecast model during the financial crisis in Greece."
2016,"A Tutorial on Hunting Statistical Significance by Chasing N."
2016,"Prediction of suicidal behavior in high risk psychiatric patients using an assessment of acute suicidal state: The suicide crisis inventory."
2016,"Never Waste a Good Crisis: Confronting Reproducibility in Translational Research."
2016,"Toxicology and the reproducibility crisis: Scientific publishing, hazard assessment and risk characterization."
2016,"Venerable brain-cancer cell line faces identity crisis."
2016,"Multiscale approaches to crowd dynamics and the reliability of data from experiments: Comment on ""Human behaviours in evacuation crowd dynamics: From modelling to ""big data"" toward crisis management"" by Nicola Bellomo et al."
2016,"Acute Liver Damage Associated with Innate Immune Activation in a Small Nonhuman Primate Model of Hepacivirus Infection."
2016,"Is There a Free Lunch in Inference?"
2016,"The reproducibility issue and preclinical academic drug discovery: educational and institutional initiatives fostering translation success."
2016,"A Practical Guide for Improving Transparency and Reproducibility in Neuroimaging Research."
2016,"Beyond p-values in the evaluation of brain-computer interfaces: A Bayesian estimation approach."
2016,"An Italian version of the Ottawa Crisis Resource Management Global Rating Scale: a reliable and valid tool for assessment of simulation performance."
2016,"Reliability of cardiac output measurements using LiDCOrapid and FloTrac/Vigileo across broad ranges of cardiac output values."
2016,"Heparin centenary - an ever-young life-saving drug."
2016,"Psychology, replication & beyond."
2016,"The Priority position paper: Protecting Europe's food chain from prions."
2016,"Reproducibility Crisis: Are We Ignoring Reaction Norms?"
2016,"Assessing the stochastic variability of the Benefit-Cost ratio in roadway safety management."
2016,"The Experiment Factory: Standardizing Behavioral Experiments."
2016,"Rapid Inhibition Profiling in Bacillus subtilis to Identify the Mechanism of Action of New Antimicrobials."
2016,"A Toolbox for Quantitative Gene Expression in Varroa destructor: RNA Degradation in Field Samples and Systematic Analysis of Reference Gene Stability."
2016,"A mechanistic evaluation of the Syrian hamster embryo cell transformation assay (pH 6.7) and molecular events leading to senescence bypass in SHE cells."
2016,"The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2016 update."
2016,"Improving the rigor of psychophysiology research."
2016,"Reproducibility in Natural Language Processing: A Case Study of Two R Libraries for Mining PubMed/MEDLINE."
2016,"[Measurement of unemployment-related psychological stress: Validation of the Unemployment Stress (USS)]."
2016,"[Current seroprevalence, vaccination and predictive value of liver enzymes for hepatitis B among refugees in Germany]."
2016,"Grappling with the generalizability crisis in addiction treatment research."
2016,"The genomic characteristics and cellular origin of chromothripsis."
2016,"Quality Issues of Research Antibodies."
2016,"The Problem of False Discovery: Many Scientific Results Can't Be Replicated, Leading to Serious Questions about What's True and False in the World of Research."
2016,"Simulation Testing for Selection of Critical Care Medicine Trainees. A Pilot Feasibility Study."
2016,"Authentication of experimental materials: A remedy for the reproducibility crisis?"
2016,"Drug repurposing to target Ebola virus replication and virulence using structural systems pharmacology."
2016,"Rigor and replication in time-frequency analyses of cognitive electrophysiology data."
2016,"When Quality Beats Quantity: Decision Theory, Drug Discovery, and the Reproducibility Crisis."
2016,"Validity and reliability of a novel Color-Risk Psychiatric Triage in a psychiatric emergency department."
2016,"How to avoid pitfalls in antibody use."
2016,"L-Arginine ethylester enhances in vitro amplification of PrP(Sc) in macaques with atypical L-type bovine spongiform encephalopathy and enables presymptomatic detection of PrP(Sc) in the bodily fluids."
2016,"The Internal Reliability of Family Crisis Oriented Personal Evaluation Scale (F-COPES) in Malay version among caregivers of individual with learning disabilities."
2016,"Update of the human parvovirus B19 biology."
2016,"Inference Based on the Best-Fitting Model can Contribute to the Replication Crisis: Assessing Model Selection Uncertainty Using a Bootstrap Approach."
2015,"New Minimum Relative Humidity Requirements Are Expected to Lead to More Medical Device Failures."
2015,"Development and Evaluation of the Telephone Crisis Support Skills Scale."
2015,"Too Much to Bear: Psychometric Evidence Supporting the Perceived Burdensomeness Scale."
2015,"A Short (Personal) Future History of Revolution 2.0."
2015,"Complex interactions between the DNA-damage response and mammalian telomeres."
2015,"Fool-proofing design and crisis management  for customized intelligent physical fitness  and healthcare system."
2015,"The Healthy Weight Disparity Index: Why We Need It to Solve the Obesity Crisis."
2015,"Measuring Limit-Setting Practices Used by Family Members Towards Relatives with Psychiatric Disorders."
2015,"[Background and practical use of the assessment of identity development in adolescence (AIDA)]."
2015,"Construction and initial validation of the Multiracial Experiences Measure (MEM)."
2015,"A <U+03BB> Cro-Like Repressor Is Essential for the Induction of Conjugative Transfer of SXT/R391 Elements in Response to DNA Damage."
2015,"Tackling reproducibility in academic preclinical drug discovery."
2015,"Diagnosis and Assessment of NAFLD: Definitions and Histopathological Classification."
2015,"Investigating the validity and usability of an interactive computer programme for assessing competence in telephone-based mental health triage."
2015,"""Everybody knows psychology is not a real science"": Public perceptions of psychology and how we can improve our relationship with policymakers, the scientific community, and the general public."
2015,"Is psychology suffering from a replication crisis? What does ""failure to replicate"" really mean?"
2015,"Introducing EbolaCheck: potential for point-of-need infectious disease diagnosis."
2015,"A tragedy of the (academic) commons: interpreting the replication crisis in psychology as a social dilemma for early-career researchers."
2015,"The sense of identity and symptoms of personality disorders - The results of a non-clinical population study."
2015,"Beyond Power Calculations: Assessing Type S (Sign) and Type M (Magnitude) Errors."
2015,"Differences in Establishment of Persistence of Vaccine and Wild Type Rubella Viruses in Fetal Endothelial Cells."
2015,"Specific serum IgG at diagnosis of Staphylococcus aureus bloodstream invasion is correlated with disease progression."
2015,"Development of a Model System for Tick-Borne Flavivirus Persistence in HEK 293T Cells."
2015,"Replication, falsification, and the crisis of confidence in social psychology."
2015,"Reversed-phase ion-pair chromatography-diode array detection of the bispyridinium compound MB327: plasma analysis of a potential novel antidote for the treatment of organophosphorus poisoning."
2015,"Patient-reported assessment of self-management strategies of health in cancer patients: development and validation of the Smart Management Strategy for Health Assessment Tool (SAT)."
2015,"Reproducibility crisis: Blame it on the antibodies."
2015,"The use of pseudotypes to study viruses, virus sero-epidemiology and vaccination."
2015,"Alpha-Linolenic Acid-Induced Increase in Neurogenesis is a Key Factor in the Improvement in the Passive Avoidance Task After Soman Exposure."
2015,"An RNA editing fingerprint of cancer stem cell reprogramming."
2015,"Inflammation and congenital heart disease associated pulmonary hypertension."
2015,"Change of practice patterns in urology with the introduction of the Da Vinci surgical system: the Greek NHS experience in debt crisis era."
2015,"Resilience in a reborn nation: Validation of the Lithuanian Resilience Scale for Adults (RSA)."
2015,"A reminder on millisecond timing accuracy and potential replication failure in computer-based psychology experiments: An open letter."
2015,"Development of the Emergency Medical Services Role Identity Scale (EMS-RIS)."
2015,"Screening for psychological difficulties in young children in crisis: complementary cross-cultural validation."
2015,"Objective structured assessment of nontechnical skills: Reliability of a global rating scale for the in-training assessment in the operating room."
2015,"The changing face of hemostasis testing in modern laboratories: consolidation, automation, and beyond."
2015,"Simulation as a high stakes assessment tool in emergency medicine."
2015,"A purely confirmatory replication study of structural brain-behavior correlations."
2015,"Murine gammaherpesvirus (MHV-68) transforms cultured cells in vitro."
2015,"Human papillomavirus carcinogenesis: an identity crisis in the retinoblastoma tumor suppressor pathway."
2015,"Performance of rapid influenza diagnostic tests (QuickVue) for influenza A and B Infection in India."
2015,"Vertebroplasty Performance on Simulator for 19 Surgeons Using Hierarchical Task Analysis."
2015,"Sensory gating deficits in the attenuated psychosis syndrome."
2015,"Reproducibility in science: improving the standard for basic and preclinical research."
2014,"Fifteen years after treatment: a follow-up study of comprehensive vocationally-oriented psychotherapy."
2014,"Interrater reliability of the Silverman et al. nomenclature for suicide-related ideations, behaviors, and communications."
2014,"[Validity of the suicidality assessment instrument PRISM-S (Pictoral Representation of Illness Self Measure - Suicidality)]."
2014,"Interobserver variance in myelodysplastic syndromes with less than 5 % bone marrow blasts: unilineage vs. multilineage dysplasia and reproducibility of the threshold of 2 % blasts."
2014,"When more data steer us wrong: replications with the wrong dependent measure perpetuate erroneous conclusions."
2014,"Metascience could rescue the 'replication crisis'."
2014,"New forms of checks and balances are needed to improve research integrity."
2014,"Measuring symptoms and diagnosing mental disorders in the elderly community: the test-retest reliability of the CIDI65."
2014,"Human parvovirus B19: a review."
2014,"Potential new therapeutic modality revealed through agent-based modeling of the neuromuscular junction and acetylcholinesterase inhibition."
2014,"3ß-hydroxysteroid dehydrogenase type II deficiency on newborn screening test."
2014,"Validity and reliability assessment of detailed scoring checklists for use during perioperative emergency simulation training."
2014,"[Interpersonal psychotherapy: a model of intervention for borderline personality disorder]."
2014,"Cross Racial Identity Scale (CRIS) scores and profiles in African American adolescents involved with the juvenile justice system."
2014,"Immortalization of T-cells is accompanied by gradual changes in CpG methylation resulting in a profile resembling a subset of T-cell leukemias."
2014,"[Four measures of treatment compliance among patients recovering from psychotic episodes--a comparative study]."
2014,"Initial development of the Coach Identity Prominence Scale: a role identity model perspective."
2014,"Peer training of community health workers to improve heart health among African American women."
2014,"Serial assessment of laser Doppler flow during acute pain crises in sickle cell disease."
2014,"Psychometric properties of the Stress and Crisis Inventory (SCI-93) in females with fibromyalgia and chronic widespread pain."
2014,"Discrimination between authentic and adulterated liquors by near-infrared spectroscopy and ensemble classification."
2014,"Continuously Cumulating Meta-Analysis and Replicability."
2014,"Expectations for Replications: Are Yours Realistic?"
2014,"A two-site pilot randomized 3 day trial of high dose left prefrontal repetitive transcranial magnetic stimulation (rTMS) for suicidal inpatients."
2014,"Multicriteria decision analysis methods with 1000Minds for developing systemic sclerosis classification criteria."
2014,"Epileptogenic lesion quantification in MRI using contralateral 3D texture comparisons."
2014,"Neonatal case of classic maple syrup urine disease: usefulness of (1) H-MRS in early diagnosis."
2014,"Inventory of complicated spiritual grief: development and validation of a new measure."
2014,"Validity of the clinical and content scales of the Multiphasic Personality Inventory Minnesota 2 for the diagnosis of psychogenic non-epileptic seizures."
2014,"Short-term effects of the 2008 Great Recession on the health of the Italian population: an ecological study."
2014,"Development of a microarray for two rice subspecies: characterization and validation of gene expression in rice tissues."
2014,"The Alleged Crisis and the Illusion of Exact Replication."
2013,"Hematopoietic stem cells are acutely sensitive to Acd shelterin gene inactivation."
2013,"[German translation of Suicidal Patient Observation Chart (SPOC) - an instrument for practice]."
2013,"Medium-chain acyl-CoA deficiency: outlines from newborn screening, in silico predictions, and molecular studies."
2013,"Exploring QSTR modeling and toxicophore mapping for identification of important molecular features contributing to the chemical toxicity in Escherichia coli."
2013,"Peer review and reproducibility. Crisis or time for course correction?"
2013,"Conjoint Community Resiliency Assessment Measure-28/10 items (CCRAM28 and CCRAM10): A self-report tool for assessing community resilience."
2013,"Extracellular hemin crisis triggers acute  chest syndrome in sickle mice."
2013,"The Brief Psychiatric Rating Scale (version 4.0) factorial structure and its sensitivity in the treatment of outpatients with unipolar depression."
2013,"The performance of an online osteoporosis detection system a sensitivity and specificity analysis."
2013,"An empirical study of the toxic capsule crisis in China: risk perceptions and behavioral responses."
2013,"The Managing Emergencies in Paediatric Anaesthesia global rating scale is a reliable tool for simulation-based assessment in pediatric anesthesia crisis management."
2013,"Within-team debriefing versus instructor-led debriefing for simulation-based education: a randomized controlled trial."
2013,"Gene-centric association study of acute chest syndrome and painful crisis in sickle cell disease patients."
2013,"Ectopic activation of germline and placental genes identifies aggressive metastasis-prone lung cancers."
2013,"ATM-dependent DNA damage-response pathway as a determinant in chronic myelogenous leukemia."
2013,"Comparing the accuracy of experimental estimates to guessing: a new perspective on replication and the ""Crisis of Confidence"" in psychology."
2013,"Comparison of automated differential blood cell counts from Abbott Sapphire, Siemens Advia 120, Beckman Coulter DxH 800, and Sysmex XE-2100 in normal and pathologic samples."
2013,"Measuring ward-based multidisciplinary healthcare team functioning: a validation study of the Team Functioning Assessment Tool (TFAT)."
2013,"Altered explicit recognition of facial disgust associated with predisposition to suicidal behavior but not depression."
2013,"[Assessing aggressive behaviour at the psychiatric emergency service with a checklist: a replication study]."
2012,"Suicidality assessment with PRISM-S - simple, fast, and visual: a brief nonverbal method to assess suicidality in adolescent and adult patients."
2012,"Separation of intra-S checkpoint protein contributions to DNA replication fork protection and genomic stability in normal human fibroblasts."
2012,"Assessment and improvement of radiation oncology trainee contouring ability utilizing consensus-based penalty metrics."
2012,"Chromothripsis: chromosomes in crisis."
2012,"Science or Art? How Aesthetic Standards Grease the Way Through the Publication Bottleneck but Undermine Science."
2012,"Is the Replicability Crisis Overblown? Three Arguments Examined."
2012,"An improved high performance liquid chromatography-fluorescence detection method for the analysis of major phenolic compounds in cigarette smoke and smokeless tobacco products."
2012,"The prevalence and correlates of receiving confirmatory HIV test results among newly diagnosed HIV-positive individuals at a community-based testing center."
2012,"Does an educational intervention improve the usefulness of the Health of the Nation Outcome Scales in an acute mental health setting?"
2012,"Telomere structure and telomerase in health and disease (review)."
2012,"Major depression in the era of economic crisis: a replication of a cross-sectional study across Greece."
2012,"Unanticipated difficult airway in obstetric patients: development of a new algorithm for formative assessment in high-fidelity simulation."
2012,"Involvement of WRN helicase in immortalization and tumorigenesis by the telomeric crisis pathway (Review)."
2012,"The Stigma of Suicide Scale. Psychometric properties and correlates of the stigma of suicide."
2012,"An integrated health sector response to violence against women in Malaysia: lessons for supporting scale up."
2012,"The HEADS-ED: a rapid mental health screening tool for pediatric patients in the emergency department."
2012,"Cell lineage analysis of acute leukemia relapse uncovers the role of replication-rate heterogeneity and microsatellite instability."
2012,"Sustainable engineered processes to mitigate the global arsenic crisis in drinking water: challenges and progress."
2012,"Quantitative analysis of intraoperative communication in open and laparoscopic surgery."
2012,"[Risk communication during health crises: results of a cross-sectional study to evaluate the effectiveness of adopted corporate communication strategies during the H1N1 influenza pandemic in Italy and on the training needs of health professionals]."
2012,"Classification Algorithm for the Determination of Suicide Attempt and Suicide (CAD-SAS). Development and psychometric properties."
2012,"Probiotics - do they have a role in the pig industry?"
2012,"Bedside vestibular examination in patients with unilateral definite Ménière's disease."
2012,"Systematic review of meaning in life assessment instruments."
2011,"A metabolic index of ischemic injury for perfusion-recovery of cadaveric rat livers."
2011,"Recurrent isochromosome 21 and multiple abnormalities in a patient suspected of having acute myeloid leukemia with eosinophilic differentiation -- a rare case from South India."
2011,"Cumulative stress and maternal prenatal corticotropin-releasing hormone in an urban U.S. cohort."
2011,"An algorithm to assess methodological quality of nutrition and mortality cross-sectional surveys: development and application to surveys conducted in Darfur, Sudan."
2011,"European Bone Marrow Working Group trial on reproducibility of World Health Organization criteria to discriminate essential thrombocythemia from prefibrotic primary myelofibrosis."
2011,"Validation of potential classification criteria for systemic sclerosis."
2011,"Development and initial reliability and validity of four self-report measures used in research on interactions between police officers and individuals with mental illnesses."
2011,"Epidemiologic evidence for a role of telomere dysfunction in cancer etiology."
2011,"A test of the validity of the IS PATH WARM warning signs for suicide."
2011,"Human parvovirus B19: general considerations and impact on patients with sickle-cell disease and thalassemia and on blood transfusions."
2011,"Random mtDNA mutations modulate proliferation capacity in mouse embryonic fibroblasts."
2011,"Inhibitor of cyclin-dependent kinase (CDK) interacting with cyclin A1 (INCA1) regulates proliferation and is repressed by oncogenic signaling."
2011,"Expression patterns of microRNAs associated with CML phases and their disease related targets."
2011,"MYC in chronic myeloid leukemia: induction of aberrant DNA synthesis and association with poor response to imatinib."
2011,"Telomerase: structure, functions, and activity regulation."
2011,"Validation of a self-efficacy instrument and its relationship to performance of crisis resource management skills."
2011,"Tracheobronchial foreign body aspiration in children: how reliable are clinical and radiological signs in the diagnosis?"
2010,"Counting suicides and making suicide count as a public health problem."
2010,"A simple and useful coma scale for patients with neurologic emergencies: the Emergency Coma Scale."
2010,"[Mechanisms of multi-organ failure in severe influenza]."
2010,"Spi-1/PU.1 oncogene accelerates DNA replication fork elongation and promotes genetic instability in the absence of DNA breakage."
2010,"Advances in human B19 erythrovirus biology."
2010,"Validity of proxy-based reports of impulsivity and aggression in Chinese research on suicidal behavior."
2010,"Critical elements of the crisis intervention team model of jail diversion: an expert survey."
2010,"Biologists tackle cells' identity crisis."
2010,"Diffusion tensor imaging detects areas of abnormal white matter microstructure in patients with partial ornithine transcarbamylase deficiency."
2010,"Evaluation of the reliability and validity of two clinician-judgment suicide risk assessment instruments."
2010,"Science in court: DNA's identity crisis."
2010,"A genome-wide screen identifies frequently methylated genes in haematological and epithelial cancers."
2010,"Cross-cultural validation of the Resilience Scale for Adults (RSA) in Iran."
2010,"Simultaneous quantification of the organophosphorus pesticides dimethoate and omethoate in porcine plasma and urine by LC-ESI-MS/MS and flow-injection-ESI-MS/MS."
2009,"Norwegian version of the Mini-International Neuropsychiatric Interview: feasibility, acceptability and test-retest reliability in an acute psychiatric ward."
